Date,Engine,Press_Alt,IOAT,IAS,TQ,Np,T5,Ng,Wf,Oil_Temp,Oil_Press
2026-01-05,PK-OCH/LH #PC-E103 [BASE: TIM],4043.0,6.4,134.8,43.6,75.0,620.9,91.72,284.8,71.2,91.9
2026-01-06,PK-OCH/LH #PC-E103 [BASE: TIM],10744.0,-3.5,131.5,41.2,75.0,612.4,91.44,269.0,71.4,92.0
2026-01-07,PK-OCH/LH #PC-E103 [BASE: TIM],9350.0,-4.1,130.2,42.7,75.0,614.9,91.74,273.0,71.0,92.3
2026-01-08,PK-OCH/LH #PC-E103 [BASE: TIM],8507.0,-3.4,137.9,42.3,75.0,614.9,91.67,272.4,71.1,91.9
2026-01-09,PK-OCH/LH #PC-E103 [BASE: TIM],8666.0,-2.3,130.5,44.1,75.0,617.8,91.91,279.2,70.8,92.5
2026-01-10,PK-OCH/LH #PC-E103 [BASE: TIM],10304.0,-7.1,131.0,43.5,75.0,614.6,91.85,273.4,71.0,91.5
2026-01-11,PK-OCH/LH #PC-E103 [BASE: TIM],1975.0,13.6,136.3,43.0,75.0,623.5,91.52,289.1,70.8,92.0
2026-01-12,PK-OCH/LH #PC-E103 [BASE: TIM],10544.0,-4.6,130.5,41.8,75.0,612.9,91.56,270.3,71.3,91.9
2026-01-13,PK-OCH/LH #PC-E103 [BASE: TIM],9936.0,-4.9,130.0,44.2,75.0,617.4,91.97,277.8,71.7,92.2
2026-01-14,PK-OCH/LH #PC-E103 [BASE: TIM],10785.0,-7.8,138.5,44.4,75.0,615.8,91.97,275.7,71.0,92.1
2026-01-15,PK-OCH/LH #PC-E103 [BASE: TIM],4007.0,8.0,128.4,43.2,75.0,620.8,91.62,284.4,70.9,91.7
2026-01-16,PK-OCH/LH #PC-E103 [BASE: TIM],11620.0,-9.5,140.2,43.5,75.0,613.4,91.81,270.5,71.4,91.5
2026-01-17,PK-OCH/LH #PC-E103 [BASE: TIM],11444.0,-6.4,141.1,41.6,75.0,611.9,91.51,268.1,71.6,92.1
2026-01-18,PK-OCH/LH #PC-E103 [BASE: TIM],9753.0,-5.9,138.2,43.2,75.0,615.4,91.78,273.2,71.4,92.1
2026-01-19,PK-OCH/LH #PC-E103 [BASE: TIM],3438.0,6.7,141.3,44.2,75.0,622.5,91.83,287.0,71.0,91.9
2026-01-20,PK-OCH/LH #PC-E103 [BASE: TIM],11047.0,-7.9,132.1,42.5,75.0,612.6,91.72,269.1,71.6,91.6
2026-01-21,PK-OCH/LH #PC-E103 [BASE: TIM],10582.0,-5.8,138.4,41.5,75.0,611.7,91.55,268.1,71.8,91.5
2026-01-22,PK-OCH/LH #PC-E103 [BASE: TIM],9196.0,-1.8,132.4,43.0,75.0,616.2,91.74,276.4,70.8,91.7
2026-01-23,PK-OCH/LH #PC-E103 [BASE: TIM],3664.0,5.5,138.6,41.8,75.0,617.3,91.48,279.0,71.5,91.6
2026-01-24,PK-OCH/LH #PC-E103 [BASE: TIM],10166.0,-3.0,139.8,41.4,75.0,612.6,91.54,270.7,71.3,91.6
2026-01-25,PK-OCH/LH #PC-E103 [BASE: TIM],9022.0,-2.7,135.4,44.5,75.0,618.1,91.94,280.6,71.4,91.7
2026-01-26,PK-OCH/LH #PC-E103 [BASE: TIM],9070.0,-1.8,137.5,41.8,75.0,613.9,91.53,272.5,71.9,91.7
2026-01-27,PK-OCH/LH #PC-E103 [BASE: TIM],10208.0,-3.0,134.2,42.8,75.0,615.8,91.72,274.9,71.3,91.6
2026-01-28,PK-OCH/LH #PC-E103 [BASE: TIM],8093.0,0.2,136.0,42.8,75.0,617.5,91.67,277.6,71.9,91.9
2026-01-29,PK-OCH/LH #PC-E103 [BASE: TIM],9274.0,-3.6,129.5,44.4,75.0,617.7,92.01,280.1,71.2,92.0
2026-01-30,PK-OCH/LH #PC-E103 [BASE: TIM],10186.0,-5.3,140.4,41.8,75.0,612.9,91.62,270.0,71.4,91.6
2026-01-31,PK-OCH/LH #PC-E103 [BASE: TIM],8125.0,-2.1,139.2,41.3,75.0,613.2,91.45,270.3,72.3,91.5
2026-02-01,PK-OCH/LH #PC-E103 [BASE: TIM],12000.0,-9.0,132.8,43.9,75.0,614.4,91.89,272.9,72.1,92.1
2026-02-02,PK-OCH/LH #PC-E103 [BASE: TIM],3212.0,7.8,141.8,43.2,75.0,621.3,91.73,285.1,71.1,92.3
2026-02-03,PK-OCH/LH #PC-E103 [BASE: TIM],10070.0,-5.1,132.5,41.9,75.0,613.2,91.61,270.5,71.5,92.1
2026-02-04,PK-OCH/LH #PC-E103 [BASE: TIM],11399.0,-5.4,132.9,43.0,75.0,615.0,91.79,272.9,71.8,92.0
2026-02-05,PK-OCH/LH #PC-E103 [BASE: TIM],11959.0,-8.2,133.4,43.9,75.0,615.0,92.02,273.5,71.7,91.6
2026-02-06,PK-OCH/LH #PC-E103 [BASE: TIM],9918.0,-5.2,129.2,41.9,75.0,612.7,91.52,270.0,72.4,91.5
2026-02-07,PK-OCH/LH #PC-E103 [BASE: TIM],10951.0,-6.2,134.4,42.2,75.0,612.8,91.61,270.6,71.8,91.8
2026-02-08,PK-OCH/LH #PC-E103 [BASE: TIM],7101.0,0.9,141.1,42.0,75.0,615.1,91.54,275.9,72.4,91.9
2026-02-09,PK-OCH/LH #PC-E103 [BASE: TIM],9621.0,-6.1,128.3,43.6,75.0,615.2,91.86,274.4,72.1,91.5
2026-02-10,PK-OCH/LH #PC-E103 [BASE: TIM],2191.0,10.1,133.8,43.0,75.0,621.3,91.57,286.9,71.5,91.7
2026-02-11,PK-OCH/LH #PC-E103 [BASE: TIM],10029.0,-5.3,129.7,41.4,75.0,611.8,91.55,267.6,72.0,91.8
2026-02-12,PK-OCH/LH #PC-E103 [BASE: TIM],2278.0,9.9,132.6,41.4,75.0,618.4,91.31,281.0,71.4,92.0
2026-02-13,PK-OCH/LH #PC-E103 [BASE: TIM],10319.0,-8.0,131.4,44.3,75.0,615.9,92.02,275.7,72.0,91.2
2026-02-14,PK-OCH/LH #PC-E103 [BASE: TIM],10702.0,-7.6,141.7,42.2,75.0,612.0,91.65,268.6,72.6,91.6
2026-02-15,PK-OCH/LH #PC-E103 [BASE: TIM],8706.0,-2.1,136.6,42.1,75.0,634.4,91.56,285.2,72.1,91.1
2026-02-16,PK-OCH/LH #PC-E103 [BASE: TIM],5597.0,3.9,129.0,41.5,75.0,617.1,91.51,275.3,72.0,91.7
2026-02-17,PK-OCH/LH #PC-E103 [BASE: TIM],11598.0,-6.3,136.7,43.5,75.0,614.9,91.92,274.8,72.9,92.0
2026-02-18,PK-OCH/LH #PC-E103 [BASE: TIM],7157.0,2.1,141.2,44.2,75.0,620.2,91.84,283.1,72.3,91.4
2026-02-19,PK-OCH/LH #PC-E103 [BASE: TIM],10764.0,-5.7,137.5,42.0,75.0,613.1,91.55,269.4,71.4,91.6
2026-02-20,PK-OCH/LH #PC-E103 [BASE: TIM],3933.0,5.7,133.2,43.9,75.0,620.8,91.72,285.7,71.6,91.6
2026-02-21,PK-OCH/LH #PC-E103 [BASE: TIM],10391.0,-4.7,133.4,41.7,75.0,612.8,91.52,269.4,72.2,91.5
2026-02-22,PK-OCH/LH #PC-E103 [BASE: TIM],6927.0,2.4,134.8,44.3,75.0,620.0,91.88,284.2,72.0,91.5
2026-02-23,PK-OCH/LH #PC-E103 [BASE: TIM],10801.0,-7.3,129.8,41.2,75.0,610.4,91.53,265.5,71.8,91.4
2026-02-24,PK-OCH/LH #PC-E103 [BASE: TIM],3057.0,8.6,137.2,44.0,75.0,622.6,91.8,287.6,72.3,91.4
2026-02-25,PK-OCH/LH #PC-E103 [BASE: TIM],9895.0,-5.2,128.9,43.2,75.0,615.2,91.8,272.7,72.3,91.4
2026-02-26,PK-OCH/LH #PC-E103 [BASE: TIM],1594.0,10.9,129.5,41.9,75.0,620.0,91.34,283.4,71.7,91.8
2026-02-27,PK-OCH/LH #PC-E103 [BASE: TIM],11606.0,-8.7,138.6,43.0,75.0,613.3,91.81,271.5,72.3,91.7
2026-02-28,PK-OCH/LH #PC-E103 [BASE: TIM],10819.0,-6.9,128.9,43.2,75.0,614.5,91.82,272.6,72.1,91.0
2026-03-01,PK-OCH/LH #PC-E103 [BASE: TIM],11210.0,-8.0,132.7,43.7,75.0,614.6,91.95,273.6,71.9,91.1
2026-03-02,PK-OCH/LH #PC-E103 [BASE: TIM],9380.0,-4.4,139.8,41.9,75.0,613.3,91.53,269.9,72.5,91.6
2026-03-03,PK-OCH/LH #PC-E103 [BASE: TIM],11799.0,-9.1,137.8,41.5,75.0,610.3,91.6,265.6,71.8,91.1
2026-03-04,PK-OCH/LH #PC-E103 [BASE: TIM],11008.0,-4.7,139.8,43.7,75.0,616.0,91.86,276.5,72.7,91.4
2026-03-05,PK-OCH/LH #PC-E103 [BASE: TIM],9668.0,-5.9,135.3,41.7,75.0,612.1,91.6,269.2,72.6,91.4
2026-03-06,PK-OCH/LH #PC-E103 [BASE: TIM],4591.0,3.3,129.6,42.4,75.0,617.7,91.58,279.2,71.8,90.8
2026-03-07,PK-OCH/LH #PC-E103 [BASE: TIM],8130.0,1.0,131.6,41.6,75.0,615.3,91.54,273.6,72.2,91.6
2026-03-08,PK-OCH/LH #PC-E103 [BASE: TIM],5362.0,3.4,132.1,41.7,75.0,615.9,91.48,275.9,72.3,91.1
2026-03-09,PK-OCH/LH #PC-E103 [BASE: TIM],10677.0,-6.6,135.3,41.8,75.0,612.1,91.59,268.1,72.5,91.6
2026-03-10,PK-OCH/LH #PC-E103 [BASE: TIM],10044.0,-4.7,131.7,42.1,75.0,613.2,91.67,270.7,73.1,90.9
2026-03-11,PK-OCH/LH #PC-E103 [BASE: TIM],9104.0,-3.3,134.4,42.2,75.0,614.1,91.63,272.4,72.8,92.0
2026-03-12,PK-OCH/LH #PC-E103 [BASE: TIM],9927.0,-4.2,138.3,42.2,75.0,613.4,91.66,271.1,72.7,91.1
2026-03-13,PK-OCH/LH #PC-E103 [BASE: TIM],9108.0,-2.4,129.7,41.3,75.0,613.1,91.5,270.8,72.3,91.3
2026-03-14,PK-OCH/LH #PC-E103 [BASE: TIM],11407.0,-7.3,140.1,41.9,75.0,611.5,91.65,268.4,72.8,91.0
2026-03-15,PK-OCH/LH #PC-E103 [BASE: TIM],8792.0,-5.0,135.7,43.0,75.0,614.6,91.74,273.4,73.1,91.5
2026-03-16,PK-OCH/LH #PC-E103 [BASE: TIM],10941.0,-6.8,136.0,41.4,75.0,610.7,91.57,266.2,72.8,91.4
2026-03-17,PK-OCH/LH #PC-E103 [BASE: TIM],8462.0,-1.5,130.3,43.0,75.0,616.4,91.69,277.1,73.3,91.3
2026-03-18,PK-OCH/LH #PC-E103 [BASE: TIM],2754.0,10.4,130.3,43.3,75.0,621.7,91.59,286.8,71.8,91.5
2026-03-19,PK-OCH/LH #PC-E103 [BASE: TIM],10081.0,-3.1,137.8,42.8,75.0,615.2,91.68,273.3,72.3,91.1
2026-03-20,PK-OCH/LH #PC-E103 [BASE: TIM],8068.0,-2.2,135.1,42.9,75.0,616.0,91.67,276.6,72.8,91.2
2026-03-21,PK-OCH/LH #PC-E103 [BASE: TIM],11726.0,-9.4,135.8,43.7,75.0,614.2,91.94,271.8,72.7,90.6
2026-03-22,PK-OCH/LH #PC-E103 [BASE: TIM],2378.0,7.9,140.8,44.2,75.0,623.4,91.75,288.4,72.8,91.6
2026-03-23,PK-OCH/LH #PC-E103 [BASE: TIM],9156.0,-2.3,129.7,43.1,75.0,616.1,91.73,276.2,72.4,91.5
2026-03-24,PK-OCH/LH #PC-E103 [BASE: TIM],3065.0,8.1,133.7,41.7,75.0,618.1,91.36,280.4,73.0,91.4
2026-03-25,PK-OCH/LH #PC-E103 [BASE: TIM],11666.0,-8.0,135.4,41.5,75.0,610.5,91.59,266.8,72.0,91.5
2026-03-26,PK-OCH/LH #PC-E103 [BASE: TIM],8978.0,-3.8,134.1,43.0,75.0,615.3,91.79,274.0,72.3,90.9
2026-03-27,PK-OCH/LH #PC-E103 [BASE: TIM],8189.0,-2.1,129.5,42.4,75.0,615.1,91.68,274.8,72.1,91.6
2026-03-28,PK-OCH/LH #PC-E103 [BASE: TIM],5784.0,5.0,135.1,42.0,75.0,617.8,91.55,278.7,72.5,91.0
2026-03-29,PK-OCH/LH #PC-E103 [BASE: TIM],11904.0,-6.8,134.8,42.0,75.0,612.2,91.62,269.0,73.5,91.3
2026-03-30,PK-OCH/LH #PC-E103 [BASE: TIM],8544.0,-2.7,135.6,41.1,75.0,612.8,91.5,269.4,73.0,91.6
2026-03-31,PK-OCH/LH #PC-E103 [BASE: TIM],10873.0,-7.6,131.4,43.1,75.0,613.4,91.83,271.1,73.0,90.9
2026-04-01,PK-OCH/LH #PC-E103 [BASE: TIM],10764.0,-5.6,136.9,42.0,75.0,612.4,91.52,269.6,73.0,90.7
2026-04-02,PK-OCH/LH #PC-E103 [BASE: TIM],11798.0,-7.7,131.6,42.0,75.0,611.8,91.65,267.4,73.2,91.2
2026-04-03,PK-OCH/LH #PC-E103 [BASE: TIM],4741.0,4.7,136.4,44.2,75.0,621.0,91.82,285.6,72.9,91.2
2026-04-04,PK-OCH/LH #PC-E103 [BASE: TIM],11026.0,-8.6,139.0,43.2,75.0,613.8,91.85,271.8,73.2,90.7
2026-04-05,PK-OCH/LH #PC-E103 [BASE: TIM],9035.0,-2.4,136.0,43.2,75.0,616.2,91.71,275.5,72.7,90.9
2026-04-06,PK-OCH/LH #PC-E103 [BASE: TIM],10062.0,-7.6,133.3,43.9,75.0,615.1,91.96,273.9,72.6,91.4
2026-04-07,PK-OCH/LH #PC-E103 [BASE: TIM],9625.0,-3.0,141.9,41.0,75.0,612.2,91.45,269.6,73.3,90.8
2026-04-08,PK-OCH/LH #PC-E103 [BASE: TIM],11158.0,-6.6,132.8,41.7,75.0,612.0,91.58,268.4,73.2,90.8
2026-04-09,PK-OCH/LH #PC-E103 [BASE: TIM],9939.0,-4.4,130.4,41.3,75.0,612.4,91.52,269.5,72.9,91.0
2026-04-10,PK-OCH/LH #PC-E103 [BASE: TIM],9415.0,-1.9,131.1,43.4,75.0,617.0,91.79,277.8,72.7,90.8
2026-01-01,PK-OCH - RH (SN PC-E104) HANGAR-1,4969.0,5.6,133.9,41.4,75.0,619.3,91.5,278.8,70.6,91.9
2026-01-02,PK-OCH - RH (SN PC-E104) HANGAR-1,8089.0,0.5,141.0,41.9,75.0,618.4,91.61,277.0,70.8,91.6
2026-01-03,PK-OCH - RH (SN PC-E104) HANGAR-1,2332.0,8.5,137.8,44.1,75.0,626.1,91.87,290.1,70.7,91.9
2026-01-04,PK-OCH - RH (SN PC-E104) HANGAR-1,11543.0,-4.8,132.9,44.4,75.0,620.1,92.03,279.2,70.7,92.3
2026-01-05,PK-OCH - RH (SN PC-E104) HANGAR-1,9030.0,-1.4,128.7,42.1,75.0,617.8,91.73,276.7,71.0,91.5
2026-01-06,PK-OCH - RH (SN PC-E104) HANGAR-1,9397.0,-4.7,130.4,41.1,75.0,614.9,91.6,270.1,71.0,91.9
2026-01-07,PK-OCH - RH (SN PC-E104) HANGAR-1,1966.0,13.1,129.5,41.3,75.0,623.2,91.42,285.1,71.2,92.1
2026-01-08,PK-OCH - RH (SN PC-E104) HANGAR-1,10155.0,-3.7,131.9,43.9,75.0,619.6,91.93,278.6,71.4,91.7
2026-01-09,PK-OCH - RH (SN PC-E104) HANGAR-1,5030.0,6.1,130.9,42.1,75.0,621.7,91.62,282.2,70.7,91.5
2026-01-10,PK-OCH - RH (SN PC-E104) HANGAR-1,9029.0,-2.7,134.0,43.0,75.0,618.4,91.85,277.7,71.5,92.1
2026-01-11,PK-OCH - RH (SN PC-E104) HANGAR-1,8195.0,0.7,134.1,42.0,75.0,618.6,91.6,276.9,71.4,92.2
2026-01-12,PK-OCH - RH (SN PC-E104) HANGAR-1,8117.0,-4.6,134.2,42.7,75.0,618.0,91.81,275.0,71.6,91.8
2026-01-13,PK-OCH - RH (SN PC-E104) HANGAR-1,1744.0,11.1,133.4,42.3,75.0,623.9,91.41,287.0,70.6,92.7
2026-01-14,PK-OCH - RH (SN PC-E104) HANGAR-1,8676.0,-1.1,130.6,43.5,75.0,620.1,91.89,280.9,71.3,92.1
2026-01-15,PK-OCH - RH (SN PC-E104) HANGAR-1,10992.0,-6.8,135.7,42.2,75.0,615.8,91.66,271.8,71.4,92.0
2026-01-16,PK-OCH - RH (SN PC-E104) HANGAR-1,10750.0,-7.6,133.8,44.5,75.0,619.5,92.09,277.5,71.4,91.8
2026-01-17,PK-OCH - RH (SN PC-E104) HANGAR-1,1604.0,13.2,138.1,42.2,75.0,624.4,91.41,288.9,71.1,91.9
2026-01-18,PK-OCH - RH (SN PC-E104) HANGAR-1,11489.0,-6.4,135.8,42.4,75.0,616.1,91.62,272.6,71.8,91.2
2026-01-19,PK-OCH - RH (SN PC-E104) HANGAR-1,10636.0,-6.5,132.4,41.7,75.0,614.6,91.64,269.3,71.0,92.1
2026-01-20,PK-OCH - RH (SN PC-E104) HANGAR-1,11986.0,-10.6,132.9,41.8,75.0,612.2,91.68,266.0,72.3,92.0
2026-01-21,PK-OCH - RH (SN PC-E104) HANGAR-1,5747.0,4.4,131.1,42.2,75.0,620.3,91.55,280.8,71.4,91.8
2026-01-22,PK-OCH - RH (SN PC-E104) HANGAR-1,9074.0,-4.6,130.1,42.8,75.0,616.3,91.57,274.5,70.6,91.1
2026-01-23,PK-OCH - RH (SN PC-E104) HANGAR-1,8753.0,-2.1,138.6,44.1,75.0,620.9,91.86,281.8,71.5,92.1
2026-01-24,PK-OCH - RH (SN PC-E104) HANGAR-1,10496.0,-3.3,137.6,43.0,75.0,617.8,91.73,277.2,71.5,91.9
2026-01-25,PK-OCH - RH (SN PC-E104) HANGAR-1,3792.0,7.7,134.4,41.6,75.0,620.1,91.29,282.6,71.2,91.4
2026-01-26,PK-OCH - RH (SN PC-E104) HANGAR-1,8112.0,-0.9,140.9,42.9,75.0,618.6,91.67,277.8,71.5,92.2
2026-01-27,PK-OCH - RH (SN PC-E104) HANGAR-1,2498.0,8.6,132.0,41.9,75.0,621.2,91.26,282.5,71.1,91.2
2026-01-28,PK-OCH - RH (SN PC-E104) HANGAR-1,8932.0,-1.8,133.6,41.0,75.0,614.8,91.32,271.5,72.3,91.9
2026-01-29,PK-OCH - RH (SN PC-E104) HANGAR-1,8960.0,-2.0,133.9,42.5,75.0,616.8,91.47,275.6,71.8,92.0
2026-01-30,PK-OCH - RH (SN PC-E104) HANGAR-1,11449.0,-7.2,136.7,43.9,75.0,618.0,91.75,275.1,71.9,92.2
2026-01-31,PK-OCH - RH (SN PC-E104) HANGAR-1,10229.0,-5.2,138.8,43.7,75.0,618.0,91.81,276.4,71.5,91.2
2026-02-01,PK-OCH - RH (SN PC-E104) HANGAR-1,8699.0,-3.6,128.2,43.1,75.0,617.7,91.59,275.9,71.4,92.0
2026-02-02,PK-OCH - RH (SN PC-E104) HANGAR-1,7003.0,1.2,131.0,43.5,75.0,620.4,91.52,280.9,71.8,91.9
2026-02-03,PK-OCH - RH (SN PC-E104) HANGAR-1,8925.0,-1.0,138.4,41.9,75.0,616.1,91.4,274.8,71.2,91.3
2026-02-04,PK-OCH - RH (SN PC-E104) HANGAR-1,3682.0,7.7,141.5,42.4,75.0,620.4,91.31,282.6,71.2,91.5
2026-02-05,PK-OCH - RH (SN PC-E104) HANGAR-1,11602.0,-7.9,135.4,42.5,75.0,613.8,91.47,270.0,71.3,91.7
2026-02-06,PK-OCH - RH (SN PC-E104) HANGAR-1,7424.0,1.2,128.9,42.9,75.0,618.7,91.43,278.6,71.3,91.3
2026-02-07,PK-OCH - RH (SN PC-E104) HANGAR-1,10242.0,-6.1,139.7,42.2,75.0,613.9,91.35,271.0,72.5,91.2
2026-02-08,PK-OCH - RH (SN PC-E104) HANGAR-1,4541.0,5.0,136.0,44.4,75.0,622.7,91.62,287.1,71.5,91.5
2026-02-09,PK-OCH - RH (SN PC-E104) HANGAR-1,11474.0,-7.2,133.3,43.7,75.0,615.9,91.63,275.6,71.7,91.3
2026-02-10,PK-OCH - RH (SN PC-E104) HANGAR-1,8421.0,-1.0,132.8,43.5,75.0,618.5,91.46,279.8,72.1,91.5
2026-02-11,PK-OCH - RH (SN PC-E104) HANGAR-1,9361.0,-1.2,133.3,43.0,75.0,616.8,91.41,277.7,70.9,91.7
2026-02-12,PK-OCH - RH (SN PC-E104) HANGAR-1,7377.0,-1.4,136.9,42.0,75.0,615.2,91.22,273.5,71.5,91.6
2026-02-13,PK-OCH - RH (SN PC-E104) HANGAR-1,10546.0,-7.5,137.3,42.8,75.0,614.5,91.48,271.3,71.9,91.1
2026-02-14,PK-OCH - RH (SN PC-E104) HANGAR-1,9099.0,-5.3,131.8,43.0,75.0,615.1,91.42,273.8,72.4,91.6
2026-02-15,PK-OCH - RH (SN PC-E104) HANGAR-1,10597.0,-5.2,133.2,44.3,75.0,616.9,91.61,277.9,71.7,91.4
2026-02-16,PK-OCH - RH (SN PC-E104) HANGAR-1,2530.0,10.1,140.7,43.8,75.0,623.6,91.35,288.7,72.3,91.7
2026-02-17,PK-OCH - RH (SN PC-E104) HANGAR-1,9032.0,-2.0,139.1,44.3,75.0,618.8,91.54,281.1,72.0,91.4
2026-02-18,PK-OCH - RH (SN PC-E104) HANGAR-1,2793.0,8.0,136.6,43.5,75.0,622.5,91.31,286.1,71.9,91.4
2026-02-19,PK-OCH - RH (SN PC-E104) HANGAR-1,8561.0,-0.4,141.9,42.8,75.0,617.0,91.28,277.4,71.6,91.8
2026-02-20,PK-OCH - RH (SN PC-E104) HANGAR-1,4233.0,6.3,136.8,42.5,75.0,619.3,91.15,281.1,71.9,91.4
2026-02-21,PK-OCH - RH (SN PC-E104) HANGAR-1,11028.0,-7.2,138.2,42.4,75.0,613.3,91.23,269.9,71.7,91.5
2026-02-22,PK-OCH - RH (SN PC-E104) HANGAR-1,6596.0,3.2,139.3,43.1,75.0,618.5,91.19,280.7,71.4,91.2
2026-02-23,PK-OCH - RH (SN PC-E104) HANGAR-1,8260.0,-2.2,136.7,41.8,75.0,613.9,91.06,272.0,70.9,91.2
2026-02-24,PK-OCH - RH (SN PC-E104) HANGAR-1,6158.0,3.7,134.5,42.9,75.0,617.8,91.19,281.0,71.7,91.5
2026-02-25,PK-OCH - RH (SN PC-E104) HANGAR-1,10085.0,-5.5,128.1,44.3,75.0,616.7,91.45,277.1,72.8,91.1
2026-02-26,PK-OCH - RH (SN PC-E104) HANGAR-1,2144.0,10.8,136.8,43.2,75.0,622.3,91.04,286.8,72.0,91.3
2026-02-27,PK-OCH - RH (SN PC-E104) HANGAR-1,9713.0,-2.5,139.4,43.2,75.0,615.7,91.2,276.8,71.6,91.5
2026-02-28,PK-OCH - RH (SN PC-E104) HANGAR-1,9593.0,-4.3,134.4,42.9,75.0,615.2,91.21,274.2,71.9,91.5
2026-03-01,PK-OCH - RH (SN PC-E104) HANGAR-1,9381.0,-2.8,130.0,42.8,75.0,615.3,91.16,273.4,71.9,91.1
2026-03-02,PK-OCH - RH (SN PC-E104) HANGAR-1,2589.0,9.5,139.8,42.4,75.0,620.1,90.91,283.5,73.0,91.4
2026-03-03,PK-OCH - RH (SN PC-E104) HANGAR-1,9516.0,-3.5,139.7,42.1,75.0,613.6,90.99,271.8,72.2,91.2
2026-03-04,PK-OCH - RH (SN PC-E104) HANGAR-1,2114.0,13.9,139.2,42.6,75.0,621.8,90.82,287.9,71.8,91.3
2026-03-05,PK-OCH - RH (SN PC-E104) HANGAR-1,9464.0,-5.9,137.0,41.5,75.0,611.1,90.92,267.5,71.9,91.8
2026-03-06,PK-OCH - RH (SN PC-E104) HANGAR-1,6862.0,3.0,140.7,41.9,75.0,615.8,90.83,276.9,73.4,91.7
2026-03-07,PK-OCH - RH (SN PC-E104) HANGAR-1,10386.0,-6.5,131.5,41.2,75.0,610.6,90.93,265.4,71.8,91.2
2026-03-08,PK-OCH - RH (SN PC-E104) HANGAR-1,2200.0,11.3,141.3,43.4,75.0,621.9,90.95,287.8,72.2,91.3
2026-03-09,PK-OCH - RH (SN PC-E104) HANGAR-1,8272.0,-1.9,128.3,43.0,75.0,615.5,91.14,276.3,72.7,91.3
2026-03-10,PK-OCH - RH (SN PC-E104) HANGAR-1,2020.0,9.8,140.5,42.3,75.0,619.3,90.82,282.3,72.3,91.6
2026-03-11,PK-OCH - RH (SN PC-E104) HANGAR-1,11321.0,-7.1,141.3,44.3,75.0,614.9,91.31,275.1,72.2,91.4
2026-03-12,PK-OCH - RH (SN PC-E104) HANGAR-1,4110.0,7.4,138.6,43.2,75.0,619.0,91.04,284.2,72.6,91.8
2026-03-13,PK-OCH - RH (SN PC-E104) HANGAR-1,8364.0,-0.9,141.2,42.3,75.0,614.2,90.85,273.1,73.0,91.3
2026-03-14,PK-OCH - RH (SN PC-E104) HANGAR-1,11223.0,-7.2,141.0,44.2,75.0,614.8,91.16,274.4,71.9,91.3
2026-03-15,PK-OCH - RH (SN PC-E104) HANGAR-1,9567.0,-4.1,133.5,41.2,75.0,610.3,90.74,267.9,72.6,90.8
2026-03-16,PK-OCH - RH (SN PC-E104) HANGAR-1,11029.0,-6.9,133.1,41.3,75.0,609.7,90.8,265.1,72.4,91.5
2026-03-17,PK-OCH - RH (SN PC-E104) HANGAR-1,9071.0,-5.2,138.5,43.8,75.0,614.7,91.15,275.7,71.9,91.8
2026-03-18,PK-OCH - RH (SN PC-E104) HANGAR-1,2083.0,10.9,131.0,41.1,75.0,617.0,90.5,279.4,72.3,91.0
2026-03-19,PK-OCH - RH (SN PC-E104) HANGAR-1,8747.0,-1.6,130.9,41.4,75.0,612.1,90.79,270.1,73.0,90.8
2026-03-20,PK-OCH - RH (SN PC-E104) HANGAR-1,3513.0,8.8,134.9,43.7,75.0,620.0,90.92,286.3,72.9,91.0
2026-03-21,PK-OCH - RH (SN PC-E104) HANGAR-1,9438.0,-3.8,138.4,43.3,75.0,614.0,91.01,273.9,72.4,91.1
2026-03-22,PK-OCH - RH (SN PC-E104) HANGAR-1,1858.0,12.0,134.5,44.3,75.0,622.6,90.91,291.4,72.5,91.0
2026-03-23,PK-OCH - RH (SN PC-E104) HANGAR-1,10638.0,-5.1,136.8,41.6,75.0,610.4,90.74,267.6,72.1,91.2
2026-03-24,PK-OCH - RH (SN PC-E104) HANGAR-1,6923.0,2.2,132.9,43.5,75.0,617.1,90.91,279.7,73.2,91.0
2026-03-25,PK-OCH - RH (SN PC-E104) HANGAR-1,9817.0,-5.5,139.6,41.8,75.0,610.0,90.76,267.8,72.6,90.9
2026-03-26,PK-OCH - RH (SN PC-E104) HANGAR-1,6674.0,0.5,128.3,43.3,75.0,615.5,90.86,277.8,72.0,90.8
2026-03-27,PK-OCH - RH (SN PC-E104) HANGAR-1,8138.0,-1.3,135.8,44.5,75.0,617.2,91.08,279.7,73.2,91.0
2026-03-28,PK-OCH - RH (SN PC-E104) HANGAR-1,5375.0,4.1,130.3,41.6,75.0,614.2,90.48,274.2,73.1,91.3
2026-03-29,PK-OCH - RH (SN PC-E104) HANGAR-1,8870.0,-2.7,130.2,43.7,75.0,614.5,90.88,277.0,72.4,91.6
2026-03-30,PK-OCH - RH (SN PC-E104) HANGAR-1,5018.0,4.0,134.7,42.5,75.0,615.6,90.61,278.3,72.4,91.2
2026-03-31,PK-OCH - RH (SN PC-E104) HANGAR-1,8866.0,-0.7,137.3,41.8,75.0,612.0,90.56,270.9,72.9,91.5
2026-04-01,PK-OCH - RH (SN PC-E104) HANGAR-1,8215.0,-2.1,135.3,43.9,75.0,615.0,90.92,276.9,73.1,91.2
